类型,货币,金额,汇率（相对本位币）,项目,分类,父类,账户,付款,收款,日期,标签,备注,clean_amount,amount_abs,flow_direction,clean_date,date_valid,clean_project,is_transfer,transfer_subtype,is_refund,is_loan,cny_amount,valid_for_stats,corrected_type,category_l1,category_l2,is_fixed_expense,is_travel,year,month,quarter,day_of_week,is_weekend,is_holiday,holiday_name,is_around_holiday,is_capital_expense,is_outlier,life_stage,month_complete,is_purchase_support
支出,CNY,¥-8,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/4 17:11,五岳,水,-8.0,8.0,支出,2026-05-04 17:11:00,True,,False,,False,False,8.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-115,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/4 17:11,五岳,衡阳土菜馆,-115.0,115.0,支出,2026-05-04 17:11:00,True,,False,,False,False,115.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-176,1,,门票🎫,旅游,招商银行,,,2026/5/4 17:11,五岳,观光车 衡山,-176.0,176.0,支出,2026-05-04 17:11:00,True,,False,,False,False,176.0,True,支出,旅游,门票,False,True,2026,5,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-289.76,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/4 17:11,五岳,海底捞,-289.76,289.76,支出,2026-05-04 17:11:00,True,,False,,False,False,289.76,True,支出,餐饮,其他餐饮,False,False,2026,5,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-92.66,1,,充电费,su7,招行工资卡,,,2026/5/4 17:11,五岳,,-92.66,92.66,支出,2026-05-04 17:11:00,True,,False,,False,False,92.66,True,支出,车辆,充电费,False,False,2026,5,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-20,1,,停车费🅿️,su7,微信余额,,,2026/5/4 1:18,五岳,,-20.0,20.0,支出,2026-05-04 01:18:00,True,,False,,False,False,20.0,True,支出,车辆,停车费,False,False,2026,5,2,0,False,False,,True,False,False,post_car,True,False
收入,CNY,¥1.82,1,,利息收入,其他收入,招行工资卡,,,2026/5/3 17:11,,,1.82,1.82,收入,2026-05-03 17:11:00,True,,False,,False,False,1.82,True,收入,理财,利息,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-41.22,1,,充电费,su7,招商银行,,,2026/5/3 17:11,五岳,,-41.22,41.22,支出,2026-05-03 17:11:00,True,,False,,False,False,41.22,True,支出,车辆,充电费,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-56.53,1,,充电费,su7,招商银行,,,2026/5/3 17:11,五岳,,-56.53,56.53,支出,2026-05-03 17:11:00,True,,False,,False,False,56.53,True,支出,车辆,充电费,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-89.72,1,,充电费,su7,招行工资卡,,,2026/5/3 17:11,五岳,,-89.72,89.72,支出,2026-05-03 17:11:00,True,,False,,False,False,89.72,True,支出,车辆,充电费,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-8,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/3 17:11,五岳,水,-8.0,8.0,支出,2026-05-03 17:11:00,True,,False,,False,False,8.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-60,1,,门票🎫,旅游,招商银行,,,2026/5/3 17:11,五岳,下行车票,-60.0,60.0,支出,2026-05-03 17:11:00,True,,False,,False,False,60.0,True,支出,旅游,门票,False,True,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-12,1,,食物🍔&礼物🎁,旅游,招行工资卡,,,2026/5/3 17:11,五岳,水,-12.0,12.0,支出,2026-05-03 17:11:00,True,,False,,False,False,12.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招行工资卡,,,2026/5/3 17:11,五岳,,-10.0,10.0,支出,2026-05-03 17:11:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-78.77,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/3 17:11,五岳,士力架 水,-78.77,78.77,支出,2026-05-03 17:11:00,True,,False,,False,False,78.77,True,支出,餐饮,其他餐饮,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-102,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/3 17:11,五岳,羊肉烩面 孜然羊肉 家常豆腐,-102.0,102.0,支出,2026-05-03 17:11:00,True,,False,,False,False,102.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-45.40,1,,充电费,su7,招商银行,,,2026/5/3 17:11,五岳,,-45.4,45.4,支出,2026-05-03 17:11:00,True,,False,,False,False,45.4,True,支出,车辆,充电费,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-1,1,,食物🍔&礼物🎁,旅游,微信余额,,,2026/5/3 1:18,五岳,手纸,-1.0,1.0,支出,2026-05-03 01:18:00,True,,False,,False,False,1.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥24.27,1,,食物🍔&礼物🎁,旅游,微信余额,,,2026/5/3 1:18,五岳,士力架 水,24.27,24.27,支出,2026-05-03 01:18:00,True,,False,,True,False,24.27,True,收入,餐饮,退款-其他,False,False,2026,5,2,6,True,False,,True,False,False,post_car,True,False
收入,CNY,¥1.82,1,,利息收入,其他收入,招行工资卡,,,2026/5/2 17:11,,,1.82,1.82,收入,2026-05-02 17:11:00,True,,False,,False,False,1.82,True,收入,理财,利息,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-96.18,1,,充电费,su7,招商银行,,,2026/5/2 17:11,五岳,,-96.18,96.18,支出,2026-05-02 17:11:00,True,,False,,False,False,96.18,True,支出,车辆,充电费,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-20,1,,出行,旅游,招行工资卡,,,2026/5/2 17:11,五岳,回酒店,-20.0,20.0,支出,2026-05-02 17:11:00,True,,False,,False,False,20.0,True,支出,交通,其他交通,False,True,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-16,1,,食物🍔&礼物🎁,旅游,招行工资卡,,,2026/5/2 17:11,五岳,蜜雪冰城,-16.0,16.0,支出,2026-05-02 17:11:00,True,,False,,False,False,16.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,食物🍔&礼物🎁,旅游,招行工资卡,,,2026/5/2 17:11,五岳,烤肠,-10.0,10.0,支出,2026-05-02 17:11:00,True,,False,,False,False,10.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/2 17:11,五岳,烤肠,-10.0,10.0,支出,2026-05-02 17:11:00,True,,False,,False,False,10.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-18,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/2 17:11,五岳,水 + 烤肠,-18.0,18.0,支出,2026-05-02 17:11:00,True,,False,,False,False,18.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-21,1,,食物🍔&礼物🎁,旅游,招行工资卡,,,2026/5/2 17:11,五岳,水 华山,-21.0,21.0,支出,2026-05-02 17:11:00,True,,False,,False,False,21.0,True,支出,餐饮,其他餐饮,False,True,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-63,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/2 17:11,五岳,羊肉泡馍 biangbiang面,-63.0,63.0,支出,2026-05-02 17:11:00,True,,False,,False,False,63.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-161.56,1,,充电费,su7,招商银行,,,2026/5/2 17:11,五岳,,-161.56,161.56,支出,2026-05-02 17:11:00,True,,False,,False,False,161.56,True,支出,车辆,充电费,False,False,2026,5,2,5,True,False,,True,False,False,post_car,True,False
收入,CNY,¥1.82,1,,利息收入,其他收入,招行工资卡,,,2026/5/1 17:11,,,1.82,1.82,收入,2026-05-01 17:11:00,True,,False,,False,False,1.82,True,收入,理财,利息,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-26,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/1 17:11,五岳,手纸  泡面  水,-26.0,26.0,支出,2026-05-01 17:11:00,True,,False,,False,False,26.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-124,1,,食物🍔&礼物🎁,旅游,招行工资卡,,,2026/5/1 17:11,五岳,过油肉 炖羊肉,-124.0,124.0,支出,2026-05-01 17:11:00,True,,False,,False,False,124.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-9.63,1,,出行,旅游,招商银行,,,2026/5/1 17:11,五岳,回酒店,-9.63,9.63,支出,2026-05-01 17:11:00,True,,False,,False,False,9.63,True,支出,交通,其他交通,False,True,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-140,1,,门票🎫,旅游,招商银行,,,2026/5/1 17:11,五岳,恒山索道,-140.0,140.0,支出,2026-05-01 17:11:00,True,,False,,False,False,140.0,True,支出,旅游,门票,False,True,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-11,1,,食物🍔&礼物🎁,旅游,招行工资卡,,,2026/5/1 17:11,五岳,水,-11.0,11.0,支出,2026-05-01 17:11:00,True,,False,,False,False,11.0,True,支出,餐饮,其他餐饮,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-40,1,,门票🎫,旅游,招商银行,,,2026/5/1 17:11,五岳,大巴车票 恒山,-40.0,40.0,支出,2026-05-01 17:11:00,True,,False,,False,False,40.0,True,支出,旅游,门票,False,True,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-11.80,1,,出行,旅游,招商银行,,,2026/5/1 17:11,五岳,恒山游客中心,-11.8,11.8,支出,2026-05-01 17:11:00,True,,False,,False,False,11.8,True,支出,交通,其他交通,False,True,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-17.80,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/1 17:11,五岳,水 士力架,-17.8,17.8,支出,2026-05-01 17:11:00,True,,False,,False,False,17.8,True,支出,餐饮,其他餐饮,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-100,1,,手机话费,电子消费,招商银行,,,2026/5/1 17:11,,,-100.0,100.0,支出,2026-05-01 17:11:00,True,,False,,False,False,100.0,True,支出,数字消费,话费,True,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-132,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/5/1 17:11,五岳,北岳恒山村,-132.0,132.0,支出,2026-05-01 17:11:00,True,,False,,False,False,132.0,True,支出,餐饮,其他餐饮,False,True,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-50,1,,充电费,su7,招商银行,,,2026/5/1 17:11,五岳,,-50.0,50.0,支出,2026-05-01 17:11:00,True,,False,,False,False,50.0,True,支出,车辆,充电费,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-200,1,,随礼/红包,社交,招行工资卡,,,2026/5/1 17:11,,老妈生日,-200.0,200.0,支出,2026-05-01 17:11:00,True,,False,,False,False,200.0,True,支出,社交,随礼红包,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-115.60,1,,充电费,su7,招商银行,,,2026/5/1 17:11,五岳,,-115.6,115.6,支出,2026-05-01 17:11:00,True,,False,,False,False,115.6,True,支出,车辆,充电费,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥-159.80,1,,门票🎫,旅游,招商银行,,,2026/5/1 17:11,五岳,嵩山门票,-159.8,159.8,支出,2026-05-01 17:11:00,True,,False,,False,False,159.8,True,支出,旅游,门票,False,True,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
支出,CNY,¥1.91,1,,充电费,su7,招商银行,,,2026/5/1 0:30,五岳,,1.91,1.91,支出,2026-05-01 00:30:00,True,,False,,True,False,1.91,True,收入,其他收入,未映射,False,False,2026,5,2,4,False,True,五一,True,False,False,post_car,True,False
收入,CNY,"¥10,539",1,,工资收入,职业收入,招行工资卡,,,2026/4/30 22:51,,,10539.0,10539.0,收入,2026-04-30 22:51:00,True,,False,,False,False,10539.0,True,收入,工资,基本工资,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-43,1,,食物🍔&礼物🎁,旅游,微信余额,,,2026/4/30 18:33,五岳,水,-43.0,43.0,支出,2026-04-30 18:33:00,True,,False,,False,False,43.0,True,支出,餐饮,其他餐饮,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
收入,CNY,¥0.02,1,,利息收入,其他收入,微信余额,,,2026/4/30 18:33,,,0.02,0.02,收入,2026-04-30 18:33:00,True,,False,,False,False,0.02,True,收入,理财,利息,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-20.73,1,,充电费,su7,微信余额,,,2026/4/30 18:33,五岳,,-20.73,20.73,支出,2026-04-30 18:33:00,True,,False,,False,False,20.73,True,支出,车辆,充电费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-49.21,1,,充电费,su7,微信余额,,,2026/4/30 18:33,五岳,,-49.21,49.21,支出,2026-04-30 18:33:00,True,,False,,False,False,49.21,True,支出,车辆,充电费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-2,1,,停车费🅿️,su7,微信余额,,,2026/4/30 18:33,五岳,,-2.0,2.0,支出,2026-04-30 18:33:00,True,,False,,False,False,2.0,True,支出,车辆,停车费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-369.40,1,,过桥过路费,su7,微信余额,,,2026/4/30 18:33,五岳,,-369.4,369.4,支出,2026-04-30 18:33:00,True,,False,,False,False,369.4,True,支出,车辆,过路费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-99,1,,充电费,su7,招行工资卡,,,2026/4/30 17:11,五岳,,-99.0,99.0,支出,2026-04-30 17:11:00,True,,False,,False,False,99.0,True,支出,车辆,充电费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
收入,CNY,¥1.88,1,,利息收入,其他收入,招行工资卡,,,2026/4/30 17:11,,,1.88,1.88,收入,2026-04-30 17:11:00,True,,False,,False,False,1.88,True,收入,理财,利息,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-80.11,1,,充电费,su7,招商银行,,,2026/4/30 17:11,五岳,,-80.11,80.11,支出,2026-04-30 17:11:00,True,,False,,False,False,80.11,True,支出,车辆,充电费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-108,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/4/30 17:11,五岳,泰山一品炒鸡,-108.0,108.0,支出,2026-04-30 17:11:00,True,,False,,False,False,108.0,True,支出,餐饮,其他餐饮,False,True,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-17.50,1,,停车费🅿️,su7,招商银行,,,2026/4/30 17:11,五岳,,-17.5,17.5,支出,2026-04-30 17:11:00,True,,False,,False,False,17.5,True,支出,车辆,停车费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-290,1,,门票🎫,旅游,招商银行,,,2026/4/30 17:11,五岳,索道 + 下行车票 + 公交车,-290.0,290.0,支出,2026-04-30 17:11:00,True,,False,,False,False,290.0,True,支出,旅游,门票,False,True,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-15,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/4/30 17:11,五岳,士力架 泰山,-15.0,15.0,支出,2026-04-30 17:11:00,True,,False,,False,False,15.0,True,支出,餐饮,其他餐饮,False,True,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-84,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/4/30 17:11,五岳,泰山炒鸡,-84.0,84.0,支出,2026-04-30 17:11:00,True,,False,,False,False,84.0,True,支出,餐饮,其他餐饮,False,True,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-8,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/4/30 17:11,五岳,射阳服务区 水,-8.0,8.0,支出,2026-04-30 17:11:00,True,,False,,False,False,8.0,True,支出,餐饮,其他餐饮,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,过桥过路费,su7,招商银行,,,2026/4/30 17:11,五岳,,-10.0,10.0,支出,2026-04-30 17:11:00,True,,False,,False,False,10.0,True,支出,车辆,过路费,False,False,2026,4,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,微信余额,,,2026/4/29 18:33,,,-10.0,10.0,支出,2026-04-29 18:33:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
收入,CNY,¥0.01,1,,利息收入,其他收入,微信余额,,,2026/4/29 18:33,,,0.01,0.01,收入,2026-04-29 18:33:00,True,,False,,False,False,0.01,True,收入,理财,利息,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
收入,CNY,¥1.89,1,,利息收入,其他收入,招行工资卡,,,2026/4/29 17:11,,,1.89,1.89,收入,2026-04-29 17:11:00,True,,False,,False,False,1.89,True,收入,理财,利息,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-46.13,1,,充电费,su7,招商银行,,,2026/4/29 17:11,五岳,,-46.13,46.13,支出,2026-04-29 17:11:00,True,,False,,False,False,46.13,True,支出,车辆,充电费,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-9.50,1,,过桥过路费,su7,招商银行,,,2026/4/29 17:11,,,-9.5,9.5,支出,2026-04-29 17:11:00,True,,False,,False,False,9.5,True,支出,车辆,过路费,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-160,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/4/29 17:11,五岳,烤肉,-160.0,160.0,支出,2026-04-29 17:11:00,True,,False,,False,False,160.0,True,支出,餐饮,其他餐饮,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-2.90,1,,吃喝,日常消费,招商银行,,,2026/4/29 17:11,,,-2.9,2.9,支出,2026-04-29 17:11:00,True,,False,,False,False,2.9,True,支出,餐饮,小吃饮品,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/4/29 17:11,,,-10.0,10.0,支出,2026-04-29 17:11:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,4,2,2,False,False,,True,False,False,post_car,True,False
